date,zone,population,temperature,rainfall,industrial_index,water_demand,month,day,dayofweek,year,water_demand_lag_1,water_demand_lag_7,water_demand_lag_14,temperature_lag_1,demand_roll_mean_7,demand_roll_std_7,month_sin,month_cos,dow_sin,dow_cos,day_sin,day_cos,zone_encoded
2023-02-14,Central Delhi,32000000.0,36.305284466238255,5.317712559073033,78.58073229070129,4817103006.242786,2,14,1,2023,4817433999.048175,4818243080.888417,4814500267.513669,37.102676751626205,4817675672.1617775,341764.73946368945,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.29936312297335804,-0.9541392564000488,0
2023-02-15,Central Delhi,32000000.0,35.50789218085031,8.188503870822284,82.57138388641867,4816772013.437397,2,15,2,2023,4817103006.242786,4818108233.915044,4813680899.730813,36.305284466238255,4817484783.522114,423327.8739786802,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.10116832198743272,-0.994869323391895,0
2023-02-16,Central Delhi,32000000.0,34.71049989546236,11.059295182571535,86.56203548213607,4816441020.632009,2,16,3,2023,4816772013.437397,4817973386.94167,4812861531.947957,35.50789218085031,4817265874.049305,514861.97203224245,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.10116832198743204,-0.9948693233918952,0
2023-02-17,Central Delhi,32000000.0,32.90703305394155,8.413652766762002,79.48545545060855,4816163475.796273,2,17,4,2023,4816441020.632009,4817838539.968296,4818782468.781913,34.71049989546236,4817026579.167587,588359.0842409707,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.2993631229733582,-0.9541392564000488,0
2023-02-18,Central Delhi,32000000.0,31.10356621242073,5.768010350952467,72.40887541908103,4815885930.960538,2,18,5,2023,4816163475.796273,4817703692.994923,4818647621.808539,32.90703305394155,4816766898.876961,638690.9393090789,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.4853019625310808,-0.8743466161445822,0
2023-02-19,Central Delhi,32000000.0,30.220138978640712,6.280637247680482,71.89110819696612,4815640526.040613,2,19,6,2023,4815885930.960538,4817568846.021548,4818512774.835165,31.10356621242073,4816491424.59397,650890.5022273101,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.651372482722222,-0.7587581226927911,0
2023-02-20,Central Delhi,32000000.0,29.33671174486069,6.7932641444084965,71.3733409748512,4815395121.120688,2,20,0,2023,4815640526.040613,4817433999.048175,4818377927.861792,30.220138978640712,4816200156.318615,613938.775656334,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.7907757369376986,-0.6121059825476627,0
2023-02-21,Central Delhi,32000000.0,28.45328451108067,7.305891041136511,70.85557375273629,4815149716.200764,2,21,1,2023,4815395121.120688,4817103006.242786,4818243080.888417,29.33671174486069,4815921114.88404,578037.2712395234,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.8978045395707417,-0.44039415155763423,0
2023-02-22,Central Delhi,32000000.0,27.56985727730065,7.8185179378645255,70.33780653062138,4814904311.280838,2,22,2,2023,4815149716.200764,4816772013.437397,4818108233.915044,28.45328451108067,4815654300.290246,550195.9573306276,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9680771188662041,-0.2506525322587213,0
2023-02-23,Central Delhi,32000000.0,26.68643004352063,8.33114483459254,69.82003930850647,4814658906.360913,2,23,3,2023,4814904311.280838,4816441020.632009,4817973386.94167,27.56985727730065,4815399712.537232,537659.9388821557,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.9987165071710528,-0.05064916883871355,0
2023-02-24,Central Delhi,32000000.0,25.80300280974061,8.843771731320555,69.30227208639155,4814413501.440989,2,24,4,2023,4814658906.360913,4816163475.796273,4817838539.968296,26.68643004352063,4815149716.200763,530135.2173435669,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.9884683243281114,0.15142777750457667,0
2023-02-25,Central Delhi,32000000.0,24.919575575960593,9.35639862804857,68.78450486427664,4814168096.521064,2,25,5,2023,4814413501.440989,4815885930.960538,4817703692.994923,25.80300280974061,4814904311.280838,530135.2173401272,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.9377521321470804,0.3473052528448203,0
2023-02-26,Central Delhi,32000000.0,24.03614834218057,9.869025524776584,68.26673764216173,4813922691.601139,2,26,6,2023,4814168096.521064,4815640526.040613,4817568846.021548,24.919575575960593,4814658906.360913,530135.2173366875,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8486442574947509,0.5289640103269624,0
2023-02-27,Central Delhi,32000000.0,26.394193036543772,7.401769143582438,73.29281978785954,4815915732.103399,2,27,0,2023,4813922691.601139,4815395121.120688,4817433999.048175,24.03614834218057,4814733279.358443,668971.7815552672,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.72479278722912,0.6889669190756865,0
2023-02-28,Central Delhi,32000000.0,28.752237730906977,4.934512762388292,78.31890193355734,4817908772.6056595,2,28,1,2023,4815915732.103399,4815149716.200764,4817103006.242786,26.394193036543772,4815127430.273429,1384918.3237121252,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.5712682150947924,0.8207634412072763,0
2023-03-01,Central Delhi,32000000.0,31.110282425270178,2.4672563811941455,83.34498407925514,4819901813.107921,3,1,2,2023,4817908772.6056595,4814904311.280838,4816772013.437397,28.752237730906977,4815841359.105868,2261455.331605669,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.20129852008866006,0.9795299412524945,0
2023-03-02,Central Delhi,32000000.0,33.46832711963338,0.0,88.37106622495295,4821894853.610181,3,2,3,2023,4819901813.107921,4814658906.360913,4816441020.632009,31.110282425270178,4816875065.855764,3121213.3059488046,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.39435585511331855,0.9189578116202306,0
2023-03-03,Central Delhi,32000000.0,32.35470838757295,0.5654039740348619,86.2690334817936,4820698397.921643,3,3,4,2023,4821894853.610181,4814413501.440989,4816163475.796273,33.46832711963338,4817772908.210143,3198112.919418983,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.5712682150947923,0.8207634412072763,0
2023-03-04,Central Delhi,32000000.0,31.241089655512525,1.1308079480697237,84.16700073863424,4819501942.233106,3,4,5,2023,4820698397.921643,4814168096.521064,4815885930.960538,32.35470838757295,4818534886.169007,2807673.293626613,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.72479278722912,0.6889669190756866,0
2023-03-05,Central Delhi,32000000.0,30.127470923452098,1.6962119221045855,82.06496799547489,4818305486.544568,3,5,6,2023,4819501942.233106,4813922691.601139,4815640526.040613,31.241089655512525,4819160999.732354,1972068.8814409007,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.8486442574947509,0.5289640103269624,0
2023-03-06,Central Delhi,32000000.0,29.01385219139167,2.2616158961394475,79.96293525231553,4817109030.8560295,3,6,0,2023,4818305486.544568,4815915732.103399,4815395121.120688,30.127470923452098,4819331470.982729,1673804.30926722,1.0,6.123233995736766e-17,0.0,1.0,0.9377521321470804,0.3473052528448203,0
2023-03-07,Central Delhi,32000000.0,27.90023345933124,2.8270198701743094,77.86090250915618,4815912575.167492,3,7,1,2023,4817109030.8560295,4817908772.6056595,4815149716.200764,29.01385219139167,4819046299.920135,2077869.3162727477,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9884683243281114,0.1514277775045767,0
2023-03-08,Central Delhi,32000000.0,26.786614727270813,3.392423844209171,75.75886976599682,4814716119.478954,3,8,2,2023,4815912575.167492,4819901813.107921,4814904311.280838,27.90023345933124,4818305486.544568,2584639.691516108,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9987165071710528,-0.05064916883871264,0
2023-03-09,Central Delhi,32000000.0,25.672995995210385,3.9578278182440334,73.65683702283746,4813519663.790417,3,9,3,2023,4814716119.478954,4821894853.610181,4814658906.360913,26.786614727270813,4817109030.85603,2584639.6915132566,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9680771188662043,-0.2506525322587204,0
2023-03-10,Central Delhi,32000000.0,25.80167763545439,4.691357991294727,74.66847861777136,4814084913.236328,3,10,4,2023,4813519663.790417,4820698397.921643,4814413501.440989,25.672995995210385,4816164247.329556,2239627.7247351855,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.8978045395707416,-0.4403941515576344,0
2023-03-11,Central Delhi,32000000.0,25.93035927569839,5.424888164345421,75.68012021270525,4814650162.68224,3,11,5,2023,4814084913.236328,4819501942.233106,4814168096.521064,25.80167763545439,4815471135.965147,1726509.753718341,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.7907757369376989,-0.6121059825476626,0
2023-03-12,Central Delhi,32000000.0,26.059040915942393,6.158418337396116,76.69176180763912,4815215412.128151,3,12,6,2023,4814650162.68224,4818305486.544568,4813922691.601139,25.93035927569839,4815029696.762801,1193928.1850432856,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.6513724827222223,-0.758758122692791,0
2023-03-13,Central Delhi,32000000.0,26.187722556186394,6.8919485104468095,77.70340340257302,4815780661.574062,3,13,0,2023,4815215412.128151,4817109030.8560295,4815915732.103399,26.059040915942393,4814839929.722521,869964.0065045559,1.0,6.123233995736766e-17,0.0,1.0,0.48530196253108104,-0.8743466161445821,0
2023-03-14,Central Delhi,32000000.0,26.316404196430398,7.625478683497503,78.71504499750691,4816345911.019974,3,14,1,2023,4815780661.574062,4815912575.167492,4817908772.6056595,26.187722556186394,4814901834.844304,968814.5629777106,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.29936312297335804,-0.9541392564000488,0
2023-03-15,Central Delhi,32000000.0,26.445085836674398,8.359008856548197,79.7266865924408,4816911160.465885,3,15,2,2023,4816345911.019974,4814716119.478954,4819901813.107921,26.316404196430398,4815215412.128151,1221078.3629410565,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.10116832198743272,-0.994869323391895,0
2023-03-16,Central Delhi,32000000.0,26.573767476918402,9.09253902959889,80.73832818737469,4817476409.911797,3,16,3,2023,4816911160.465885,4813519663.790417,4821894853.610181,26.445085836674398,4815780661.574061,1221078.362944625,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.10116832198743204,-0.9948693233918952,0
2023-03-17,Central Delhi,32000000.0,26.702449117162402,9.826069202649585,81.74996978230857,4818041659.357708,3,17,4,2023,4817476409.911797,4814084913.236328,4820698397.921643,26.573767476918402,4816345911.019974,1221078.3629481934,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.2993631229733582,-0.9541392564000488,0
2023-03-18,Central Delhi,32000000.0,26.831130757406406,10.559599375700278,82.76161137724246,4818606908.803619,3,18,5,2023,4818041659.357708,4814650162.68224,4819501942.233106,26.702449117162402,4816911160.465886,1221078.362951762,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.4853019625310808,-0.8743466161445822,0
2023-03-19,Central Delhi,32000000.0,26.95981239765041,11.293129548750972,83.77325297217635,4819172158.249531,3,19,6,2023,4818606908.803619,4815215412.128151,4818305486.544568,26.831130757406406,4817476409.911797,1221078.3629553306,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.651372482722222,-0.7587581226927911,0
2023-03-20,Central Delhi,32000000.0,27.08849403789441,12.026659721801666,84.78489456711024,4819737407.695442,3,20,0,2023,4819172158.249531,4815780661.574062,4817109030.8560295,26.95981239765041,4818041659.357707,1221078.362958899,1.0,6.123233995736766e-17,0.0,1.0,-0.7907757369376986,-0.6121059825476627,0
2023-03-21,Central Delhi,32000000.0,37.91558226108877,14.86833134941143,88.34325000273984,4819229817.826591,3,21,1,2023,4819737407.695442,4816345911.019974,4815912575.167492,27.08849403789441,4818453646.044367,1024225.0015916264,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.8978045395707417,-0.44039415155763423,0
2023-03-22,Central Delhi,32000000.0,36.639384783860805,14.819380063966932,86.24489489462528,4819078086.139888,3,22,2,2023,4819229817.826591,4816911160.465885,4814716119.478954,37.91558226108877,4818763206.854939,778255.4773674709,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.9680771188662041,-0.2506525322587213,0
2023-03-23,Central Delhi,32000000.0,35.36318730663284,14.770428778522431,84.14653978651071,4818926354.453186,3,23,3,2023,4819078086.139888,4817476409.911797,4813519663.790417,36.639384783860805,4818970341.789423,532998.7690228884,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.9987165071710528,-0.05064916883871355,0
2023-03-24,Central Delhi,32000000.0,34.08698982940488,14.721477493077932,82.04818467839614,4818774622.766483,3,24,4,2023,4818926354.453186,4818041659.357708,4814084913.236328,35.36318730663284,4819075050.84782,365976.569213624,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.9884683243281114,0.15142777750457667,0
2023-03-25,Central Delhi,32000000.0,32.81079235217691,14.672526207633434,79.94982957028158,4818622891.079782,3,25,5,2023,4818774622.766483,4818606908.803619,4814650162.68224,34.08698982940488,4819077334.0301285,362603.5684496866,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.9377521321470804,0.3473052528448203,0
2023-03-26,Central Delhi,32000000.0,31.534594874948944,14.623574922188933,77.85147446216702,4818471159.393079,3,26,6,2023,4818622891.079782,4819172158.249531,4815215412.128151,32.81079235217691,4818977191.33635,423702.77146894997,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.8486442574947509,0.5289640103269624,0
2023-03-27,Central Delhi,32000000.0,30.258397397720977,14.574623636744434,75.75311935405246,4818319427.706376,3,27,0,2023,4818471159.393079,4819737407.695442,4815780661.574062,31.534594874948944,4818774622.766484,327777.90577487194,1.0,6.123233995736766e-17,0.0,1.0,-0.72479278722912,0.6889669190756865,0
2023-03-28,Central Delhi,32000000.0,28.98219992049301,14.525672351299935,73.6547642459379,4818167696.019674,3,28,1,2023,4818319427.706376,4819229817.826591,4816345911.019974,30.258397397720977,4818622891.079782,327777.9057710642,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.5712682150947924,0.8207634412072763,0
2023-03-29,Central Delhi,32000000.0,27.706002443265046,14.476721065855436,71.55640913782332,4818015964.332972,3,29,2,2023,4818167696.019674,4819078086.139888,4816911160.465885,28.98219992049301,4818471159.393079,327777.90576725657,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.3943558551133187,0.9189578116202306,0
2023-03-30,Central Delhi,32000000.0,26.429804966037082,14.427769780410935,69.45805402970876,4817864232.64627,3,30,3,2023,4818015964.332972,4818926354.453186,4817476409.911797,27.706002443265046,4818319427.706376,327777.90576309944,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.20129852008866114,0.9795299412524943,0
2023-03-31,Central Delhi,32000000.0,25.153607488809115,14.378818494966437,67.3596989215942,4817712500.959567,3,31,4,2023,4817864232.64627,4818774622.766483,4818041659.357708,26.429804966037082,4818167696.019674,327777.90575929184,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0
2023-04-01,Central Delhi,32000000.0,32.59744056809042,9.689815294851792,64.48382204295899,4816682108.302961,4,1,5,2023,4817712500.959567,4818622891.079782,4818606908.803619,25.153607488809115,4817890441.337272,592495.7583388012,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.20129852008866006,0.9795299412524945,0
2023-04-02,Central Delhi,32000000.0,40.041273647371725,5.000812094737149,61.60794516432377,4815651715.646357,4,2,6,2023,4816682108.302961,4818471159.393079,4819172158.249531,32.59744056809042,4817487663.659167,969996.3569371533,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.39435585511331855,0.9189578116202306,0
2023-04-03,Central Delhi,32000000.0,36.30370894409005,4.074041359099411,62.318284490157296,4816813024.046037,4,3,0,2023,4815651715.646357,4818319427.706376,4819737407.695442,40.041273647371725,4817272463.136262,920551.0955193974,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.5712682150947923,0.8207634412072763,0
2023-04-04,Central Delhi,32000000.0,32.56614424080837,3.1472706234616723,63.02862381599083,4817974332.445717,4,4,1,2023,4816813024.046037,4818167696.019674,4819229817.826591,36.30370894409005,4817244839.768555,891657.9291481224,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.72479278722912,0.6889669190756866,0
2023-04-05,Central Delhi,32000000.0,32.67231355026779,3.9726779277306328,65.24047165188313,4818318102.624688,4,5,2,2023,4817974332.445717,4818015964.332972,4819078086.139888,32.56614424080837,4817288002.381657,941146.6554157274,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.8486442574947509,0.5289640103269624,0
2023-04-06,Central Delhi,32000000.0,32.7784828597272,4.798085231999593,67.45231948777541,4818661872.80366,4,6,3,2023,4818318102.624688,4817864232.64627,4818926354.453186,32.67231355026779,4817401950.97557,1062946.4400296763,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9377521321470804,0.3473052528448203,0
2023-04-07,Central Delhi,32000000.0,32.884652169186616,5.623492536268553,69.66416732366771,4819005642.982632,4,7,4,2023,4818661872.80366,4817712500.959567,4818774622.766483,32.7784828597272,4817586685.550293,1225807.864601713,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.9884683243281114,0.1514277775045767,0
2023-04-08,Central Delhi,32000000.0,32.99082147864603,6.448899840537513,71.87601515956001,4819349413.161604,4,8,5,2023,4819005642.982632,4816682108.302961,4818622891.079782,32.884652169186616,4817967729.101527,1309466.7391272888,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.9987165071710528,-0.05064916883871264,0
2023-04-09,Central Delhi,32000000.0,33.09699078810545,7.274307144806474,74.08786299545231,4819693183.340575,4,9,6,2023,4819349413.161604,4815651715.646357,4818471159.393079,32.99082147864603,4818545081.629273,963339.7862648506,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.9680771188662043,-0.2506525322587204,0
2023-04-10,Central Delhi,32000000.0,33.20316009756486,8.099714449075433,76.2997108313446,4820036953.519547,4,10,0,2023,4819693183.340575,4816813024.046037,4818319427.706376,33.09699078810545,4819005642.982633,742628.463269735,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8978045395707416,-0.4403941515576344,0
