date,zone,population,temperature,rainfall,industrial_index,water_demand,month,day,dayofweek,year,water_demand_lag_1,water_demand_lag_7,water_demand_lag_14,temperature_lag_1,demand_roll_mean_7,demand_roll_std_7,month_sin,month_cos,dow_sin,dow_cos,day_sin,day_cos,zone_encoded,isolation_anomaly,residual,abs_residual,residual_anomaly,anomaly,anomaly_score,predicted,actual
2025-08-15,Central Delhi,32000000.0,33.44420742766181,11.7442134088749,66.91184757975998,4817401178.863698,8,21,3,2025,4817118034.527118,4823038202.315493,4816381407.4203205,33.729761345711076,4818184395.955641,1792503.755574881,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8978045395707417,-0.44039415155763423,0,False,865774.6648645401,865774.6648645401,False,False,0.33698501959365873,4816933470.04216,4817799244.707025
2025-08-16,Central Delhi,32000000.0,33.17087483360997,11.907179320193356,67.03883910519613,4817460230.225486,8,22,4,2025,4817401178.863698,4821416588.200109,4816547793.258993,33.44420742766181,4817619201.959266,1089316.131581945,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.9680771188662041,-0.2506525322587213,0,False,512887.30407333374,512887.30407333374,False,False,0.19963085688067939,4818260871.625022,4818773758.929095
2025-08-17,Central Delhi,32000000.0,32.89754223955813,12.070145231511809,67.16583063063227,4817519281.587274,8,23,5,2025,4817460230.225486,4819794974.084724,4816714179.097666,33.17087483360997,4817294103.031058,525330.4284047576,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.9987165071710528,-0.05064916883871355,0,False,657988.2549962997,657988.2549962997,False,False,0.25610842405167605,4819090284.970159,4819748273.225155
2025-08-18,Central Delhi,32000000.0,32.62420964550629,12.233111142830264,67.29282215606842,4817578332.949062,8,24,6,2025,4817519281.587274,4818173359.96934,4816880564.936339,32.89754223955813,4817209099.171019,390074.0620383131,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.9884683243281114,0.15142777750457667,0,False,877107.3913412094,877107.3913412094,False,False,0.34139605078777147,4819845680.129874,4820722787.521215
2025-08-19,Central Delhi,32000000.0,32.350877051454454,12.396077054148718,67.41981368150456,4817637384.31085,8,25,0,2025,4817578332.949062,4816551745.853956,4817046950.775012,32.62420964550629,4817364190.379146,287485.77963677305,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.9377521321470804,0.3473052528448203,0,False,-1087852.8235912323,1087852.8235912323,False,False,0.42342438506244046,4820571772.7839985,4819483919.960407
2025-08-20,Central Delhi,32000000.0,32.07754445740262,12.559042965467173,67.54680520694072,4817696435.672638,8,26,1,2025,4817637384.31085,4816834890.1905365,4817213336.613685,32.350877051454454,4817487268.3051605,191519.99689617733,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8486442574947509,0.5289640103269624,0,False,-571571.1710004807,571571.1710004807,False,False,0.22247234768518379,4818816623.636367,4818245052.465366
2025-08-21,Central Delhi,32000000.0,31.804211863350776,12.722008876785628,67.67379673237687,4817755487.034426,8,27,2,2025,4817696435.672638,4817118034.527118,4820125769.464588,32.07754445740262,4817578332.949062,127565.5214543948,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.72479278722912,0.6889669190756865,0,False,-27841.799916267395,27841.799916267395,False,False,0.010836849206916967,4817034026.770242,4817006184.970325
2025-08-22,Central Delhi,32000000.0,31.530879269298936,12.884974788104081,67.80078825781301,4817814538.3962145,8,28,3,2025,4817755487.034426,4817401178.863698,4823038202.315493,31.804211863350776,4817637384.31085,127565.5214618813,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.5712682150947924,0.8207634412072763,0,False,896658.6835918427,896658.6835918427,False,False,0.3490059900358688,4816540613.152266,4817437271.835857
2025-08-23,Central Delhi,32000000.0,31.2575466752471,13.047940699422536,67.92777978324916,4817873589.758002,8,29,4,2025,4817814538.3962145,4817460230.225486,4821416588.200109,31.530879269298936,4817696435.672638,127565.52146901833,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.3943558551133187,0.9189578116202306,0,False,-496134.78653907776,496134.78653907776,False,False,0.1931102832503484,4818364493.467376,4817868358.680837
2025-08-24,Central Delhi,32000000.0,30.984214081195258,13.210906610740992,68.05477130868532,4817932641.11979,8,30,5,2025,4817873589.758002,4817519281.587274,4819794974.084724,31.2575466752471,4817755487.034426,127565.52147615535,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.20129852008866114,0.9795299412524943,0,False,-1546883.9965763092,1546883.9965763092,False,False,0.6020928482319866,4819268908.820364,4817722024.823788
2025-08-25,Central Delhi,32000000.0,30.71088148714342,13.373872522059445,68.18176283412146,4817991692.481578,8,31,6,2025,4817932641.11979,4817578332.949062,4818173359.96934,30.984214081195258,4817814538.3962145,127565.52148353151,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,False,-697799.4231519699,697799.4231519699,False,False,0.27160410419274833,4818273490.385779,4817575690.962627
2025-08-26,Central Delhi,32000000.0,30.43754889309158,13.5368384333779,68.30875435955761,4818050743.843367,9,1,0,2025,4817991692.481578,4817637384.31085,4816551745.853956,30.71088148714342,4817873589.758002,127565.52149101802,-1.0,-1.8369701987210297e-16,0.0,1.0,0.20129852008866006,0.9795299412524945,0,False,101360.54369449615,101360.54369449615,False,False,0.039452511362477814,4817327996.549553,4817429357.093247
2025-08-27,Central Delhi,32000000.0,30.164216299039744,13.699804344696354,68.43574588499375,4818109795.205154,9,2,1,2025,4818050743.843367,4817696435.672638,4816834890.1905365,30.43754889309158,4817932641.11979,127565.52149815505,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.39435585511331855,0.9189578116202306,0,False,-207424.38208770752,207424.38208770752,False,False,0.08073568365847841,4817490447.605954,4817283023.223866
2025-08-28,Central Delhi,32000000.0,29.890883704987903,13.862770256014809,68.5627374104299,4818168846.566942,9,3,2,2025,4818109795.205154,4817755487.034426,4817118034.527118,30.164216299039744,4817991692.481578,127565.52150529208,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.5712682150947923,0.8207634412072763,0,False,-603408.5533885956,603408.5533885956,False,False,0.23486439536602963,4817740097.940758,4817136689.387369
2025-08-29,Central Delhi,32000000.0,30.115491415201767,12.129923974012957,67.66999340681818,4817904604.295879,9,4,3,2025,4818168846.566942,4817814538.3962145,4817401178.863698,29.890883704987903,4818004559.038673,110060.37566635651,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.72479278722912,0.6889669190756866,0,False,-987652.4590263367,987652.4590263367,False,False,0.38442344961525204,4817978008.009899,4816990355.550873
2025-08-30,Central Delhi,32000000.0,30.340099125415634,10.397077692011106,66.77724940320647,4817640362.024816,9,5,4,2025,4817904604.295879,4817873589.758002,4817460230.225486,30.115491415201767,4817971240.791075,173395.2569549534,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8486442574947509,0.5289640103269624,0,False,-1031899.9698619843,1031899.9698619843,False,False,0.40164588509533655,4817875921.61847,4816844021.648608
2025-08-31,Central Delhi,32000000.0,30.564706835629497,8.664231410009256,65.88450539959474,4817376119.753752,9,6,5,2025,4817640362.024816,4817932641.11979,4817519281.587274,30.340099125415634,4817891737.738784,285432.2622409832,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.9377521321470804,0.3473052528448203,0,False,153596.38323116302,153596.38323116302,False,False,0.05978423984116808,4817575813.619813,4817729410.003044
2025-09-01,Central Delhi,32000000.0,30.78931454584336,6.931385128007404,64.99176139598302,4817111877.482689,9,7,6,2025,4817376119.753752,4817991692.481578,4817578332.949062,30.564706835629497,4817766049.8818,403410.1437786598,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.9884683243281114,0.1514277775045767,0,False,758243.8810625076,758243.8810625076,False,False,0.29513086890409224,4817856554.427092,4818614798.308154
2025-09-02,Central Delhi,32000000.0,31.013922256057224,5.198538846005553,64.09901739237131,4816847635.211626,9,8,0,2025,4817111877.482689,4818050743.843367,4817637384.31085,30.78931454584336,4817594177.220122,505320.33345228,-1.0,-1.8369701987210297e-16,0.0,1.0,0.9987165071710528,-0.05064916883871264,0,False,575001.5603427887,575001.5603427887,False,False,0.2238075563331666,4818925185.176236,4819500186.736579
2025-09-03,Central Delhi,32000000.0,31.238529966271088,3.465692564003703,63.206273388759584,4816583392.940562,9,9,1,2025,4816847635.211626,4818109795.205154,4817696435.672638,31.013922256057224,4817376119.753753,570828.546821652,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.9680771188662043,-0.2506525322587204,0,False,712884.0865917206,712884.0865917206,False,False,0.2774754998469553,4819672691.012645,4820385575.0992365
2025-09-04,Central Delhi,32000000.0,31.463137676484955,1.7328462820018515,62.31352938514786,4816319150.669498,9,10,2,2025,4816583392.940562,4818168846.566942,4817755487.034426,31.238529966271088,4817111877.482689,570828.5468141655,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.8978045395707416,-0.4403941515576344,0,False,1125868.2642478943,1125868.2642478943,False,False,0.4382211151290926,4820145095.197645,4821270963.461893
2025-09-05,Central Delhi,32000000.0,31.68774538669882,0.0,61.42078538153614,4816054908.398436,9,11,3,2025,4816319150.669498,4817904604.295879,4817814538.3962145,31.463137676484955,4816847635.211625,570828.5468062008,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.7907757369376989,-0.6121059825476626,0,False,121526.76606941223,121526.76606941223,False,False,0.0473017995409491,4820690102.702637,4820811629.468706
2025-09-06,Central Delhi,32000000.0,26.137301011127303,13.214092536798212,70.92348644229999,4815850216.235553,9,12,4,2025,4816054908.398436,4817640362.024816,4817873589.758002,31.68774538669882,4816591900.098874,557329.5041625453,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.6513724827222223,-0.758758122692791,0,False,-636638.0126190186,636638.0126190186,False,False,0.24779828038748933,4820988933.488138,4820352295.475519
2025-09-07,Central Delhi,32000000.0,26.7384629179586,11.703200467596083,74.61278853438371,4816824730.471994,9,13,5,2025,4815850216.235553,4817376119.753752,4817932641.11979,26.137301011127303,4816513130.201479,458161.85197779484,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.48530196253108104,-0.8743466161445821,0,False,-924596.3073787689,924596.3073787689,False,False,0.3598801367178009,4820817558.052783,4819892961.745404
2025-09-08,Central Delhi,32000000.0,27.339624824789894,10.192308398393957,78.30209062646743,4817799244.708436,9,14,6,2025,4816824730.471994,4817111877.482689,4817991692.481578,26.7384629179586,4816611325.5194435,643890.4760159102,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.29936312297335804,-0.9541392564000488,0,False,-1059409.5102081299,1059409.5102081299,False,False,0.4123534090837047,4820493037.262425,4819433627.752217
2025-09-09,Central Delhi,32000000.0,27.94078673162119,8.68141632919183,81.99139271855114,4818773758.944878,9,15,0,2025,4817799244.708436,4816847635.211626,4818050743.843367,27.339624824789894,4816886486.052766,1047047.6338899373,-1.0,-1.8369701987210297e-16,0.0,1.0,0.10116832198743272,-0.994869323391895,0,False,-1120159.739657402,1120159.739657402,False,False,0.4359991890910064,4820094453.630223,4818974293.890566
2025-09-10,Central Delhi,32000000.0,28.541948638452485,7.170524259989701,85.68069481063486,4819748273.181319,9,16,1,2025,4818773758.944878,4816583392.940562,4818109795.205154,27.94078673162119,4817338611.801445,1485759.5572666558,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.10116832198743204,-0.9948693233918952,0,False,-1047198.510602951,1047198.510602951,False,False,0.4076005280995364,4819562158.539518,4818514960.028915
2025-09-11,Central Delhi,32000000.0,29.143110545283783,5.6596321907875735,89.36999690271858,4820722787.417761,9,17,2,2025,4819748273.181319,4816319150.669498,4818168846.566942,28.541948638452485,4817967702.765482,1865830.6589589186,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.2993631229733582,-0.9541392564000488,0,False,-809231.946811676,809231.946811676,False,False,0.3149769270446531,4818864858.097633,4818055626.150822
2025-09-12,Central Delhi,32000000.0,31.66416088107845,7.319272057418137,81.16767861138376,4819483919.934418,9,18,3,2025,4820722787.417761,4816054908.398436,4817904604.295879,29.143110545283783,4818457561.556337,1724738.8718051787,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.4853019625310808,-0.8743466161445822,0,False,-469199.3138818741,469199.3138818741,False,False,0.18262620332803697,4818065491.586611,4817596292.272729
2025-09-13,Central Delhi,32000000.0,34.185211216873114,8.978911924048699,72.96536032004896,4818245052.451074,9,19,4,2025,4819483919.934418,4815850216.235553,4817640362.024816,31.66416088107845,4818799681.015697,1308684.8030409275,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.651372482722222,-0.7587581226927911,0,False,3075049.9969882965,3075049.9969882965,True,True,1.196900100615341,4817625552.423775,4820700602.420763
2025-09-14,Central Delhi,32000000.0,36.706261552667776,10.638551790679262,64.76304202871414,4817006184.9677305,9,20,5,2025,4818245052.451074,4816824730.471994,4817376119.753752,34.185211216873114,4818825603.086516,1264082.6865082185,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.7907757369376986,-0.6121059825476627,0,False,3379961.5206661224,3379961.5206661224,True,True,1.3155806533628402,4817225985.330866,4820605946.851532
2025-09-15,Central Delhi,32000000.0,36.552369452876036,10.043927743876061,72.67321110683382,4817437271.824263,9,21,6,2025,4817006184.9677305,4817799244.708436,4817111877.482689,36.706261552667776,4818773892.674492,1319265.2397250272,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.8978045395707417,-0.44039415155763423,0,False,871361.9051742554,871361.9051742554,False,False,0.33915973821462747,4819639929.114056,4820511291.01923
2025-09-16,Central Delhi,32000000.0,36.3984773530843,9.449303697072862,80.5833801849535,4817868358.680794,9,22,0,2025,4817437271.824263,4818773758.944878,4816847635.211626,36.552369452876036,4818644549.779623,1362941.0198255884,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.9680771188662041,-0.2506525322587213,0,False,1044796.9289541245,1044796.9289541245,False,False,0.40666576173153207,4819371838.257974,4820416635.186928
2025-09-17,Central Delhi,32000000.0,35.29417645287524,9.91952090610682,80.6224804893534,4817722024.82147,9,23,1,2025,4817868358.680794,4819748273.181319,4816583392.940562,36.3984773530843,4818355085.728215,1303327.1674600996,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.9987165071710528,-0.05064916883871355,0,False,1034903.5911216736,1034903.5911216736,False,False,0.4028149830259242,4819287075.763504,4820321979.354626
2025-09-18,Central Delhi,32000000.0,34.18987555266618,10.389738115140776,80.6615807937533,4817575690.962147,9,24,2,2025,4817722024.82147,4820722787.417761,4816319150.669498,35.29417645287524,4817905500.52027,793570.7413140908,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.9884683243281114,0.15142777750457667,0,False,777564.2127933502,777564.2127933502,False,False,0.30265091150997353,4819449759.572602,4820227323.785396
2025-09-19,Central Delhi,32000000.0,33.08557465245711,10.859955324174734,80.70068109815321,4817429357.102823,9,25,3,2025,4817575690.962147,4819483919.934418,4816054908.398436,34.18987555266618,4817611991.544329,389615.024322711,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.9377521321470804,0.3473052528448203,0,False,441581.6510629654,441581.6510629654,False,False,0.17187659488619472,4819691086.302031,4820132667.953094
2025-09-20,Central Delhi,32000000.0,31.98127375224805,11.330172533208692,80.7397814025531,4817283023.243499,9,26,4,2025,4817429357.102823,4818245052.451074,4815850216.235553,33.08557465245711,4817474558.800389,284616.38527259516,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.8486442574947509,0.5289640103269624,0,False,-130453.05229187012,130453.05229187012,False,False,0.05077617325462691,4820168465.173083,4820038012.120791
2025-09-21,Central Delhi,32000000.0,30.87697285203899,11.80038974224265,80.77888170695302,4817136689.384175,9,27,5,2025,4817283023.243499,4817006184.9677305,4816824730.471994,31.98127375224805,4817493202.288453,251126.6474513678,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.72479278722912,0.6889669190756865,0,False,7053.873320579529,7053.873320579529,False,False,0.0027455754200414197,4819936302.546704,4819943356.420025
2025-09-22,Central Delhi,32000000.0,29.772671951829928,12.270606951276607,80.81798201135291,4816990355.524852,9,28,6,2025,4817136689.384175,4817437271.824263,4817799244.708436,30.87697285203899,4817429357.102822,316117.2659763447,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.5712682150947924,0.8207634412072763,0,False,59655.588059425354,59655.588059425354,False,False,0.023219713312149212,4819789044.999663,4819848700.587723
2025-09-23,Central Delhi,32000000.0,28.668371051620863,12.740824160310565,80.85708231575282,4816844021.665528,9,29,0,2025,4816990355.524852,4817868358.680794,4818773758.944878,29.772671951829928,4817283023.243499,316117.26596826955,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.3943558551133187,0.9189578116202306,0,False,64706.69644546509,64706.69644546509,False,False,0.025185753585117484,4819689338.190512,4819754044.886957
2025-09-24,Central Delhi,32000000.0,28.725312408669886,11.271160023274208,81.73798830831336,4817729410.002482,9,30,1,2025,4816844021.665528,4817722024.82147,4819748273.181319,28.668371051620863,4817284078.269358,317834.26410559163,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.20129852008866114,0.9795299412524943,0,False,-539758.8297510147,539758.8297510147,False,False,0.21009004675362586,4819636346.866568,4819096588.036817
2025-09-25,Central Delhi,32000000.0,28.78225376571891,9.801495886237849,82.61889430087392,4818614798.339437,10,1,2,2025,4817729410.002482,4817575690.962147,4820722787.417761,28.725312408669886,4817432522.180399,596886.4347463335,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.20129852008866006,0.9795299412524945,0,False,-1217732.3137865067,1217732.3137865067,False,False,0.47397731104245494,4819656863.56623,4818439131.252443
2025-09-26,Central Delhi,32000000.0,28.839195122767933,8.331831749201491,83.49980029343446,4819500186.67639,10,2,3,2025,4818614798.339437,4817429357.102823,4819483919.934418,28.78225376571891,4817728354.976624,983213.0697342909,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.39435585511331855,0.9189578116202306,0,False,-1573522.4653816223,1573522.4653816223,False,False,0.6124613255005009,4819355196.867685,4817781674.402304
