date,zone,population,temperature,rainfall,industrial_index,water_demand
2023-03-06,West Delhi,32000000,36.08952394251388,18.196200978147555,64.47645128495621,4818879862.227485
2023-03-07,North Delhi,32000000,33.922376432318664,10.027868490775864,78.32694032660831,4820263862.351297
2023-03-08,East Delhi,32000000,29.459925338538,9.142292518128546,74.01763900815068,4818572042.89049
2023-03-09,Central Delhi,32000000,25.672995995210382,3.9578278182440343,73.65683702283746,4813519663.790417
2023-03-10,North Delhi,32000000,37.52332611174922,9.767924813786818,69.18108392964884,4814640794.849041
2023-03-11,South Delhi,32000000,31.986597603232457,8.989274901335284,69.81460066453262,4817774871.104889
2023-03-12,South Delhi,32000000,30.944283668132808,0.018763686527552892,64.40753467900373,4816069017.122016
2023-03-13,West Delhi,32000000,40.13061347787604,14.518360542578531,77.94909407438224,4818808002.858764
2023-03-14,South Delhi,32000000,35.445998609502794,12.446074798013875,84.61515833258463,4824512780.951629
2023-03-15,North Delhi,32000000,34.36756596077188,15.782604213160278,76.77484405988591,4816968644.768837
2023-03-16,East Delhi,32000000,28.721753053001645,13.866099402881234,82.98009854780418,4818100833.411324
2023-03-17,West Delhi,32000000,38.213210841989174,12.430846402618627,82.83993522645733,4821761421.977419
2023-03-18,West Delhi,32000000,35.46950914175127,0.0,83.40073573202812,4816469051.039498
2023-03-19,South Delhi,32000000,41.7012276780675,6.442156266873574,78.25625995076066,4816995184.052837
2023-03-20,Central Delhi,32000000,27.08849403789441,12.026659721801666,84.78489456711024,4819737407.695442
2023-03-21,Central Delhi,32000000,37.91558226108877,14.86833134941143,88.34325000273984,4819229817.826591
2023-03-22,East Delhi,32000000,30.214340296912795,7.755668652476781,80.84483264492198,4815912436.0972805
2023-03-23,North Delhi,32000000,42.01646719393816,12.393851689311177,76.62988775301237,4821171146.012164
2023-03-24,East Delhi,32000000,33.307211121139716,16.844362650939185,89.32279934165865,4821139084.180857
2023-03-25,East Delhi,32000000,38.456027209960055,5.088492450757212,67.45548342168321,4816938104.111413
2023-03-26,South Delhi,32000000,31.866467305269836,11.811452975299126,71.67200758757235,4817975249.366133
2023-03-27,East Delhi,32000000,37.3311223846535,13.404538917026082,62.34716152544449,4813646478.624788
2023-03-28,West Delhi,32000000,25.92123598002539,9.11166651092609,87.3719055095087,4821624325.551819
2023-03-29,West Delhi,32000000,32.53729731948531,9.617417685105389,88.78109927238168,4823049085.690075
2023-03-30,West Delhi,32000000,23.169704340150023,16.236773523185583,80.13644396792515,4818864375.279052
2023-03-31,Central Delhi,32000000,25.153607488809115,14.378818494966435,67.3596989215942,4817712500.959567
2023-04-01,North Delhi,32000000,28.31379782909413,15.99007769459355,82.80707737660106,4815759736.16502
2023-04-02,Central Delhi,32000000,40.041273647371725,5.000812094737149,61.60794516432377,4815651715.646357
2023-04-03,South Delhi,32000000,37.998968632975036,17.487774120865083,61.04314732621882,4815567770.322443
2023-04-04,Central Delhi,32000000,32.56614424080837,3.1472706234616723,63.02862381599083,4817974332.445717
2023-04-05,West Delhi,32000000,35.29272314305692,10.8468859423958,76.56889673579421,4816677120.659719
2023-04-06,South Delhi,32000000,35.08329900851658,11.006750506118797,88.74228046312375,4821597555.22654
2023-04-07,West Delhi,32000000,27.17212295725445,3.788776073121735,87.19257813813276,4820457667.316679
2023-04-08,East Delhi,32000000,27.994585815847866,11.561658339022674,65.48670551634795,4817079954.7725115
2023-04-09,East Delhi,32000000,27.33776059376671,9.6144246669888,69.57035763925845,4815329499.043177
2023-04-10,West Delhi,32000000,32.11683272459488,0.8591623575107903,61.71984685214374,4818607075.460633
2023-04-11,Central Delhi,32000000,33.30932940702428,8.925121753344394,78.5115586672369,4820380723.698519
2023-04-12,Central Delhi,32000000,26.893035240575635,8.052502680719064,61.64675576051227,4814804718.701489
2023-04-13,North Delhi,32000000,29.512963676537243,2.1123255944185013,89.53697732288,4820413541.012086
2023-04-14,West Delhi,32000000,29.581269691061266,1.9685306049637283,60.587529338486846,4813996500.348112
2023-04-15,Central Delhi,32000000,34.34215382304339,10.908940551500917,60.40848340245015,4818349294.512534
2023-04-16,South Delhi,32000000,40.27187918588215,9.128403526944979,66.60745179755533,4816268662.986627
2023-04-17,South Delhi,32000000,35.42937809007982,5.646978203344465,86.14925351601946,4821551264.762953
2023-04-18,North Delhi,32000000,37.07315953727497,10.558796047105911,67.59701983804315,4813407010.750536
2023-04-19,West Delhi,32000000,35.08786270603017,8.64597723576045,78.36648089587099,4816939014.2730875
2023-04-20,South Delhi,32000000,24.86138518143017,10.473503885939841,70.3769856602203,4815716236.441175
2023-04-21,South Delhi,32000000,31.115245403870365,20.323185132385326,64.13323687291086,4815749080.856217
2023-04-22,North Delhi,32000000,24.29251220499758,11.862253176114683,80.26973431226632,4819405696.935754
2023-04-23,North Delhi,32000000,24.90302615319468,8.66671789539214,76.97760850417939,4817887756.298675
2023-04-24,Central Delhi,32000000,31.156711498726587,0.0,86.62749634326657,4817736250.378439
2023-04-25,South Delhi,32000000,42.281421822332334,9.588040902196354,76.16887451189541,4814829963.659668
2023-04-26,Central Delhi,32000000,26.388771281486513,7.8533998249825805,76.13725198337202,4818824209.17771
2023-04-27,North Delhi,32000000,34.567691846402305,14.4844252712539,84.85643827952595,4821199944.899121
2023-04-28,West Delhi,32000000,37.86583239996166,5.118913763000235,68.0041874143119,4819661448.167485
2023-04-29,Central Delhi,32000000,33.228584813288876,8.445264164908641,71.22738440653949,4816155684.032044
2023-04-30,West Delhi,32000000,37.611718843520286,4.619646584161333,82.94765660392936,4819006659.333277
2023-05-01,South Delhi,32000000,34.988436350861186,12.155148452283132,63.083506232877355,4817757061.938837
2023-05-02,West Delhi,32000000,31.466458420181006,7.28310597831609,75.46114312885842,4821777169.189143
2023-05-03,South Delhi,32000000,19.66270310305285,3.3843820125815167,82.21616039612978,4818341118.441031
2023-05-04,South Delhi,32000000,28.40244902152012,8.867221188647463,76.41338309687586,4816513531.7833395
2023-05-05,Central Delhi,32000000,30.82627519635836,11.24447868315358,72.28906545020313,4815999728.004733
2023-05-06,East Delhi,32000000,37.91944636459855,10.543326256613408,81.46463159831185,4819972102.276635
2023-05-07,East Delhi,32000000,34.08424176249703,4.7646939236447015,75.66611137465321,4818338721.830972
2023-05-08,West Delhi,32000000,29.858482673257452,0.3975396375080056,76.27883506191837,4817900406.19898
2023-05-09,West Delhi,32000000,30.31571520022096,7.120360984936359,89.01525729682034,4820793897.899586
2023-05-10,Central Delhi,32000000,38.490662113731226,1.4536101983651726,72.27853272081516,4814633328.615384
2023-05-11,North Delhi,32000000,39.95843415919916,15.2825053015792,75.33786989930555,4819693605.704542
2023-05-12,West Delhi,32000000,31.436954333311515,21.18011032644184,73.0788557355069,4817586038.605792
2023-05-13,North Delhi,32000000,36.8057489604855,0.0,64.24480066463097,4816362323.190159
2023-05-14,Central Delhi,32000000,29.846488893774165,19.655700881517987,78.8264758699012,4817676806.135593
2023-05-15,Central Delhi,32000000,36.3883493203817,15.95267174877026,84.13876639343846,4823456000.839466
2023-05-16,West Delhi,32000000,30.62856460891675,19.53284753014456,86.18155840491258,4820279334.256254
2023-05-17,North Delhi,32000000,24.177649482225455,13.966871657455432,62.37708252344824,4814696020.809249
2023-05-18,West Delhi,32000000,39.50597128833815,10.71352294489592,63.52309510774564,4814327675.884427
2023-05-19,West Delhi,32000000,24.750420140415414,9.818708543722346,69.95505746698255,4816850962.205645
2023-05-20,South Delhi,32000000,33.338156618034496,1.5700490825819209,68.37231988835721,4816145148.520621
2023-05-21,South Delhi,32000000,40.3119326015706,12.931118685563382,72.87764710875403,4819679898.042804
2023-05-22,North Delhi,32000000,34.88117962605834,13.204622108781932,84.76577125374897,4819001587.029829
2023-05-23,North Delhi,32000000,27.319063816501497,13.72126506553925,71.93453660754038,4814611056.246736
2023-05-24,North Delhi,32000000,25.214992165490038,6.415857414903817,72.11391952758746,4819205734.593944
2023-05-25,West Delhi,32000000,36.60255984348972,12.689499453590397,80.92437217013983,4816627114.790976
2023-05-26,Central Delhi,32000000,24.53936721236003,3.356862257369551,79.98662389449129,4818504299.836764
2023-05-27,North Delhi,32000000,30.434004068156792,12.720184311824966,78.71045474701198,4815283964.169472
2023-05-28,North Delhi,32000000,28.137353384101015,9.918649918966949,87.38917537032837,4816871844.169081
2023-05-29,West Delhi,32000000,33.6245120321327,10.902028448978118,76.05471619038757,4815866408.234798
2023-05-30,Central Delhi,32000000,27.378540798942666,0.918749046372838,74.21661142969614,4819132099.483812
2023-05-31,East Delhi,32000000,32.330283349838965,10.702797817825802,89.91529786978944,4824239455.122541
2023-06-01,South Delhi,32000000,30.047495308177023,9.906473497353906,85.13436394758078,4819250385.519565
2023-06-02,South Delhi,32000000,34.30570861853121,1.755660069718319,68.00400997597359,4819849688.738446
2023-06-03,North Delhi,32000000,42.718299481627675,4.781018005078623,70.28106940082984,4817928459.038186
2023-06-04,West Delhi,32000000,27.59791454853682,6.164227458714583,78.78246172674733,4820276875.767955
2023-06-05,South Delhi,32000000,41.40626460233353,15.04741827995964,65.33254151266088,4819079477.369078
2023-06-06,South Delhi,32000000,34.69923921855303,13.389613200206472,71.48771163089017,4817711581.9467945
2023-06-07,North Delhi,32000000,29.657826483276033,21.371655962711067,82.12533078771067,4818465102.481249
2023-06-08,Central Delhi,32000000,31.647017445206153,11.382558680502088,60.97246708463127,4812216086.727181
2023-06-09,East Delhi,32000000,35.875653247514926,3.774075227538175,72.74061815395655,4814858041.039918
2023-06-10,Central Delhi,32000000,18.183347732247302,15.141708176173358,74.94311441535741,4820608625.857897
2023-06-11,North Delhi,32000000,27.893286698232018,4.616321874241935,86.77310460358625,4820419570.339097
2023-06-12,Central Delhi,32000000,35.90365843187544,10.172601732342601,86.55149089141685,4818193711.063815
2023-06-13,South Delhi,32000000,24.64553195881635,14.481549589636714,71.41066022936599,4813931449.833929
2023-06-14,East Delhi,32000000,35.062849255843915,11.089622818590575,72.82120220268445,4817836753.545552
2023-06-15,East Delhi,32000000,27.780379533838445,5.549189703039556,64.14242551613077,4817333372.227093
2023-06-16,West Delhi,32000000,36.18448881350806,5.747670872143907,74.84865921554987,4819755050.328391
2023-06-17,East Delhi,32000000,29.487284331391283,10.352367551116402,69.03231431903404,4816136592.588023
2023-06-18,Central Delhi,32000000,32.02603251242818,14.234711183367597,69.6820252127019,4817644536.670275
2023-06-19,North Delhi,32000000,27.222375432540474,7.362638216070996,85.58370289807414,4820791687.385704
2023-06-20,South Delhi,32000000,38.25324266020576,8.25863001727465,68.262864735196,4820733015.330778
2023-06-21,South Delhi,32000000,25.365294213584633,17.44308197770789,75.82027669329622,4819414179.562992
2023-06-22,East Delhi,32000000,32.06162046417886,10.38479677648999,80.13788307610854,4820600194.947952
2023-06-23,East Delhi,32000000,34.01940719474302,9.913978842738942,87.90906177816457,4820065706.066025
2023-06-24,South Delhi,32000000,36.40592278694612,14.433244527290103,75.57202173939156,4818149338.996992
2023-06-25,Central Delhi,32000000,26.66428906753414,14.504499449211485,84.53922770805795,4822160044.77792
2023-06-26,East Delhi,32000000,38.689851382312575,4.928613622177059,86.70567487118169,4820194287.892032
2023-06-27,Central Delhi,32000000,33.94725399343214,11.680262248082565,84.70746907846345,4820039646.023623
2023-06-28,South Delhi,32000000,34.140013252621586,10.130916400532232,78.87239469615457,4818603900.424255
2023-06-29,Central Delhi,32000000,33.723974376718594,3.2933511895939613,76.73602490264066,4819400243.354741
2023-06-30,East Delhi,32000000,29.95841274967628,7.326311545628112,62.78562998190248,4817716471.380815
2023-07-01,South Delhi,32000000,35.226445823262225,9.79422932166194,87.63109030142564,4823867865.882054
2023-07-02,Central Delhi,32000000,31.860709436809994,6.831684337881848,75.72482927315876,4820640534.594043
2023-07-03,West Delhi,32000000,32.804008793317884,9.63692962734848,86.58221315571367,4818734414.449913
2023-07-04,East Delhi,32000000,27.433330268032705,24.020647864533927,69.52021380659983,4816449854.114196
2023-07-05,Central Delhi,32000000,39.05411192534437,14.533330246268294,79.24115737980917,4820350038.0480385
2023-07-06,Central Delhi,32000000,36.212277008410126,13.378131740996519,63.49323271839472,4814425734.325182
2023-07-07,East Delhi,32000000,27.035491766268898,8.024751387811829,83.34274095005279,4818930493.577786
2023-07-08,South Delhi,32000000,25.06703936232865,15.5876614649793,78.73096050862264,4818021175.488955
2023-07-09,East Delhi,32000000,38.255591450746714,12.255527932815466,62.002476546195545,4814840527.177583
2023-07-10,West Delhi,32000000,27.701182683389636,17.69535495403376,72.89186518506506,4815158694.715961
2023-07-11,Central Delhi,32000000,34.070661959205076,11.573353589519925,88.82889446502891,4822943547.923513
2023-07-12,North Delhi,32000000,26.83659898777954,17.335144091248615,85.04202921603418,4820714446.688237
2023-07-13,North Delhi,32000000,40.68742983080983,16.24595968108637,75.54422135838774,4821418361.938713
2023-07-14,Central Delhi,32000000,46.405517573824525,19.028464193586533,60.41084391734852,4815775558.250088
2023-07-15,North Delhi,32000000,25.099792054213495,11.838099739173863,79.87147392366384,4817269138.329244
2023-07-16,Central Delhi,32000000,27.907321455544714,7.662580468175239,63.71439434189389,4817592232.214416
2023-07-17,South Delhi,32000000,36.80644313833317,7.576430767050578,70.01877182889311,4817581330.132948
2023-07-18,North Delhi,32000000,32.587972855964765,13.050148731544217,61.44214310814015,4812354671.370205
2023-07-19,West Delhi,32000000,32.9973965650311,11.87166516824924,73.48016053191704,4818843797.622979
2023-07-20,Central Delhi,32000000,32.28667539836142,11.532102003028957,60.03228617122523,4816477391.875613
2023-07-21,West Delhi,32000000,30.08104257534975,6.339108575870856,81.22268236721177,4817994209.29295
2023-07-22,South Delhi,32000000,33.36324953524455,4.342246499864913,76.78875437685132,4816329228.758058
2023-07-23,West Delhi,32000000,32.45472329027928,0.0,72.5093355163483,4821249862.091875
2023-07-24,South Delhi,32000000,30.982967859864445,17.42938298138069,78.64572019742499,4816654032.462275
2023-07-25,West Delhi,32000000,25.645781948667846,7.668397034954246,88.98341904513688,4819436437.549636
2023-07-26,Central Delhi,32000000,33.05411791443106,14.931598747773895,89.26186089630465,4820949483.739489
2023-07-27,East Delhi,32000000,30.153693489662896,15.322106853309734,72.56004797159135,4817299034.138792
2023-07-28,East Delhi,32000000,30.68385619662894,12.286116357150648,79.95001583032384,4817861770.812747
2023-07-29,West Delhi,32000000,23.454460211736816,8.478954187488899,83.76689392855855,4819589354.948741
2023-07-30,Central Delhi,32000000,26.05301974167233,16.470432194915173,83.98022074079591,4820269433.645313
2023-07-31,West Delhi,32000000,33.21420832843914,0.0,75.33515885462302,4817486131.594503
2023-08-01,West Delhi,32000000,38.291581792838926,7.185694023137194,69.56433326312327,4816942694.134434
2023-08-02,South Delhi,32000000,25.13170610522414,9.722259726368826,74.16596232094324,4819418497.508838
2023-08-03,West Delhi,32000000,27.101318791618333,10.700698132025297,89.15581910483019,4817738344.802987
2023-08-04,East Delhi,32000000,31.999817569907364,8.77471630078351,80.47084379347031,4819172993.312093
2023-08-05,South Delhi,32000000,29.76047694959908,2.1092769027436695,89.18670277273098,4820808244.773557
2023-08-06,West Delhi,32000000,37.549859728089565,0.0,76.44378359411188,4818546234.470282
2023-08-07,East Delhi,32000000,28.398495119906173,5.43471783637411,77.27992523887903,4817385005.140003
2023-08-08,West Delhi,32000000,32.49790559269393,15.152092894383465,62.55061202792116,4814493140.981283
2023-08-09,North Delhi,32000000,33.3844354683909,18.04366773699441,87.67960513748369,4817607540.883144
2023-08-10,South Delhi,32000000,28.954258720353607,20.140834168926133,78.12960403746251,4817907390.020848
2023-08-11,North Delhi,32000000,30.488757745146156,1.1167418313995583,64.54525470012922,4816448996.139303
2023-08-12,West Delhi,32000000,28.789653711809272,9.651401487335532,62.079134539908466,4815073092.412912
2023-08-13,East Delhi,32000000,38.41180739078802,10.8285735849008,74.11626124498771,4817720383.525724
2023-08-14,North Delhi,32000000,29.44790780899618,10.233519133695227,84.31234172423328,4820683533.61518
2023-08-15,South Delhi,32000000,31.37235186095674,13.327205809028598,79.2671189174618,4816347695.481869
2023-08-16,North Delhi,32000000,30.323676150099168,3.5238946770522688,82.99938640854405,4819145661.657596
2023-08-17,East Delhi,32000000,37.297059018049026,17.677743305386258,84.74452707601289,4824746716.361299
2023-08-18,East Delhi,32000000,39.73034534514029,5.672984252942456,78.27821083897837,4820090299.789088
2023-08-19,East Delhi,32000000,38.6767342255426,15.165658794373737,65.02004105548234,4818992843.526403
2023-08-20,South Delhi,32000000,28.096415694825268,0.0,70.82076386807108,4817795642.63899
2023-08-21,Central Delhi,32000000,28.54046438631356,9.922463369771902,89.81276692918433,4821299250.292612
2023-08-22,East Delhi,32000000,29.287193692519512,6.540185652411673,66.56536543073393,4815580885.3102665
2023-08-23,East Delhi,32000000,34.939428650519346,12.289021930481171,80.51485849911602,4821180450.740372
2023-08-24,North Delhi,32000000,30.91479609012123,13.758877405388608,84.22189472175123,4818212967.272809
2023-08-25,South Delhi,32000000,30.72543586109993,12.770536978570068,87.72365677346266,4818454924.757385
2023-08-26,South Delhi,32000000,33.73931250751718,10.877681552385216,78.84416346094105,4818241923.020297
2023-08-27,North Delhi,32000000,29.592287574807862,18.26205511851082,70.0203184080603,4816126702.5991
2023-08-28,Central Delhi,32000000,35.73228171715335,4.33706205174574,69.72610661792717,4818592721.322091
2023-08-29,West Delhi,32000000,32.44547556138378,7.475384928280976,75.119414439007,4816561899.309348
2023-08-30,North Delhi,32000000,35.77945410377347,3.9536082183615946,71.65630706939962,4817197535.429179
2023-08-31,North Delhi,32000000,38.917296258846186,6.677972972742879,66.55275501171165,4817032290.73089
2023-09-01,South Delhi,32000000,27.145669438845175,6.384093241418588,87.02493350922732,4820113452.219113
2023-09-02,South Delhi,32000000,31.558882503498598,0.9512542042367897,80.00532368468049,4820374696.579555
2023-09-03,East Delhi,32000000,33.14439085659305,14.676056689819543,61.66813663829733,4813789950.100537
2023-09-04,North Delhi,32000000,25.24105854583996,9.692369352081803,82.48984631506846,4820819610.157973
2023-09-05,North Delhi,32000000,37.37129308828992,13.365802785759637,81.94386607908157,4821601624.702424
2023-09-06,East Delhi,32000000,33.75409855337832,12.789980499612778,81.1998123399728,4817360217.354541
2023-09-07,East Delhi,32000000,33.557647865652605,3.1958189563340635,77.03490503542189,4817343601.66604
2023-09-08,East Delhi,32000000,26.781447987047205,9.99039661094909,75.42529470443476,4815906587.935584
2023-09-09,East Delhi,32000000,27.911562822924953,10.690386822999692,67.66824748232231,4815460889.494504
2023-09-10,West Delhi,32000000,28.422716656485896,5.7898269034092245,61.40868540079261,4813716481.522074
2023-09-11,North Delhi,32000000,22.46257398599812,15.825040381497423,85.94113445652906,4814710091.083892
2023-09-12,East Delhi,32000000,31.76168669454906,5.451954625342705,78.26330166013224,4815578039.465662
2023-09-13,Central Delhi,32000000,27.366551719159048,6.605199938782172,64.63536170552051,4817313820.0697155
2023-09-14,South Delhi,32000000,35.89997830794064,11.076182706490297,81.78963335795606,4820836537.153592
2023-09-15,West Delhi,32000000,31.43991234080767,8.807463577791516,80.8434539487967,4822249888.277857
2023-09-16,East Delhi,32000000,28.907183954675837,1.893627668648671,66.4361877013306,4815181826.29296
2023-09-17,Central Delhi,32000000,38.250286178353626,8.163279819808844,77.84338209749117,4821366595.517392
2023-09-18,East Delhi,32000000,25.729643689605183,16.8347855770781,84.21744206691874,4818370987.936902
2023-09-19,South Delhi,32000000,25.863443792235167,2.9747100676980383,72.21308326622585,4814791127.633984
2023-09-20,South Delhi,32000000,38.39909147097857,1.9833602316868841,63.463377837026314,4816794712.592094
2023-09-21,Central Delhi,32000000,31.69102755750874,2.0755901847435405,71.43689702345344,4817732553.89335
2023-09-22,West Delhi,32000000,35.68073111519028,13.260679904664121,74.40514388362404,4818818221.771258
2023-09-23,Central Delhi,32000000,28.77807170165533,9.408105521761879,89.39037488371179,4822937347.7071905
2023-09-24,North Delhi,32000000,20.51065432922641,13.78272733369536,66.86766742816265,4814279331.095278
2023-09-25,West Delhi,32000000,35.49454098142582,12.550879412516867,84.40038538590073,4817873197.842754
2023-09-26,North Delhi,32000000,24.565181281759166,7.37086705309874,74.81901511684542,4818345520.105408
2023-09-27,Central Delhi,32000000,27.534132186283614,19.180647443885086,62.09644190732766,4818253979.369752
2023-09-28,Central Delhi,32000000,30.41170487680758,17.780214496164014,64.57094372936157,4813309980.544769
2023-09-29,South Delhi,32000000,48.140764515303275,13.750082012175586,86.4800709681128,4823419268.18542
2023-09-30,West Delhi,32000000,21.190770238512584,4.68390353592513,70.71562809274162,4815217917.798536
2023-10-01,East Delhi,32000000,30.707511927533062,0.0,60.47132744032748,4815829057.775375
2023-10-02,East Delhi,32000000,28.118712730112943,16.573932824218446,83.78262279349201,4821024195.226873
2023-10-03,East Delhi,32000000,27.740466420220653,8.858686364168465,76.81526513519007,4818419074.532767
2023-10-04,West Delhi,32000000,34.73615991213405,10.351579884472077,69.14564026470623,4818241111.053319
2023-10-05,West Delhi,32000000,38.656786666383326,15.501020955066029,63.324284685898796,4819964038.724677
2023-10-06,South Delhi,32000000,41.67506946954526,11.269372983682997,73.13100306102362,4816792528.997563
2023-10-07,Central Delhi,32000000,34.065674479988154,14.893602734966667,68.90058665341002,4820625058.457526
2023-10-08,East Delhi,32000000,38.77522579734984,16.758563842461395,77.93972624591322,4818819777.838901
2023-10-09,North Delhi,32000000,37.41276689740086,13.781345612970803,65.36381532943327,4815134472.137121
2023-10-10,West Delhi,32000000,36.79557267815244,10.218985206262852,88.53031704498088,4821555371.104921
